id,book,volume,chapter,question_no,sgf_content
2947,高级篇,上,5.定 式/2.定式的选择,定式的选择10,"(;AP[MultiGo:4.4.4]AW[dq]
C[第5题：
      请在棋盘的左下角摆出上题中定式的正确次序。
      
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[co];W[dm];B[gq];W[do];B[jq];C[RIGHT：
     ]
KEY[]W[cn])
"
2948,高级篇,上,5.定 式/2.定式的选择,定式的选择11,"(;AP[MultiGo:4.4.4]AW[ep]
C[第6题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[cp];W[cq];B[gq];W[dp];B[co];W[dr];B[cl]
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”完成相关题目。]KEY[])
"
2949,高级篇,上,5.定 式/2.定式的选择,定式的选择12,"(;AP[MultiGo:4.4.4]AW[ep]
C[第6题：
      请在棋盘的左下角摆出上题中定式的正确次序。
      ]CA[UTF-8]
MULTIGOGM[1]SZ[19];B[cp];W[cq];B[gq];W[dp];B[co];W[dr];B[cl]C[RIGHT：]KEY[])
"
2950,高级篇,上,5.定 式/2.定式的选择,定式的选择13,"(;AB[dn][op][np][nq][pn][dp]AP[MultiGo:4.4.4]AW[dr][fq][qp][pq][oq]
C[第7题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[dr:1]
MULTIGOGM[1]SZ[19];B[hq];W[cq];B[eq];W[er];B[fp]C[RIGHT：]KEY[])
"
2951,高级篇,上,5.定 式/2.定式的选择,定式的选择14,"(;AB[lp][pp][qp][pn][qk][rq][dp]AP[MultiGo:4.4.4]AW[fq][oo][op][oq][qq][qr]
C[第8题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[fq:1]
MULTIGOGM[1]SZ[19];B[hq];W[cq];B[dq];W[cp];B[do];W[dr];B[er];W[cr];B[eq];
C[RIGHT：]KEY[]W[cn])
"
2952,高级篇,上,5.定 式/2.定式的选择,定式的选择15,"(;AB[jp][op][np][nq][om][co]AP[MultiGo:4.4.4]AW[dq][cl][oq][pq][qp][qn]
C[第8题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[cl:1]
MULTIGOGM[1]SZ[19];B[fq];W[ep];B[fp];W[eo];B[gn]C[RIGHT：]KEY[])
"
2953,高级篇,上,5.定 式/2.定式的选择,定式的选择16,"(;AB[pp][mq][cn]AP[MultiGo:4.4.4]AW[dp][cl]
C[第10题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[cl:1]
MULTIGOGM[1]SZ[19];B[fp];W[dn];B[dm];W[cm];B[dq];W[co];B[cq]C[RIGHT：]KEY[])
"
2954,高级篇,上,5.定 式/2.定式的选择,定式的选择17,"(;AB[qn][qk][co]AP[MultiGo:4.4.4]AW[dq][dl][pp][np]
C[第11题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[dl:1]
MULTIGOGM[1]SZ[19];B[hq];W[do];B[kq]C[RIGHT：]KEY[])
"
2955,高级篇,上,5.定 式/2.定式的选择,定式的选择18,"(;AB[do][eo][qo][cp]AP[MultiGo:4.4.4]AW[ep][fo][gp][pq][pl]
C[第12题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[pl:1]
MULTIGOGM[1]SZ[19];B[mq];W[po];B[jq]C[RIGHT：]KEY[])
"
2956,高级篇,上,5.定 式/2.定式的选择,定式的选择19,"(;AB[qp][qn][ql][lp][dp]AP[MultiGo:4.4.4]AW[fq][ol][on][op]
C[第13题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[fq:1]
MULTIGOGM[1]SZ[19];B[hq];W[cq];B[dq];W[cp];B[do];W[dr];B[er];W[cr];B[eq];W[cn];
B[mq]C[RIGHT：]KEY[])
"
2957,高级篇,上,5.定 式/2.定式的选择,定式的选择20,"(;AB[pq][qo][co]AP[MultiGo:4.4.4]AW[dq][cm][cj][pk]
C[第14题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[cm:1]
MULTIGOGM[1]SZ[19];B[fq];W[ep];B[fp];W[eo];B[jp]C[RIGHT：]KEY[])
"
2958,高级篇,上,5.定 式/2.定式的选择,定式的选择21,"(;AB[qp][qq][po][np][or][cp]AP[MultiGo:4.4.4]AW[cq][ep][pq][rq][rp][ql]
C[第15题：
      黑先，白1的局面，请选择合适的定式。]CA[UTF-8]LB[cq:1]
MULTIGOGM[1]SZ[19];B[gq];W[dp];B[co];W[dr];B[cl]C[RIGHT：]KEY[])
"
2959,高级篇,上,5.定 式/1.定式中的应对,弃子作战法01,"(;AB[cn][do][dn][dm][dl][ek][eq][bo]AP[MultiGo:4.4.4]
AW[cp][co][bn][bm][cm][cl][dk][ej]
C[第1题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[bm:1]
MULTIGOGM[1]SZ[19];B[cq]C[RIGHT：]KEY[])
"
2960,高级篇,上,5.定 式/1.定式中的应对,弃子作战法02,"(;AB[bq][dp][do][fp][cq]AP[MultiGo:4.4.4]AW[br][cr][dq][cp][co]
C[第2题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[br:1]
MULTIGOGM[1]SZ[19];B[eq]C[RIGHT：]KEY[])
"
2961,高级篇,上,5.定 式/1.定式中的应对,弃子作战法03,"(;AB[ep][eq][do]AP[MultiGo:4.4.4]AW[dp][cp][eo][hp]
C[第3题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[eo:1]
MULTIGOGM[1]SZ[19];B[gp]C[RIGHT：]KEY[])
"
2962,高级篇,上,5.定 式/1.定式中的应对,弃子作战法04,"(;AB[dp][co][fp][fo][cj][dq]AP[MultiGo:4.4.4]AW[eq][fq][gp][bo][cn][dm]
C[第4题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[bo:1]
MULTIGOGM[1]SZ[19];B[dn]C[RIGHT：]KEY[])
"
2963,高级篇,上,5.定 式/1.定式中的应对,弃子作战法05,"(;AB[dq][dn][fp][fo][gn][ip][dp]AP[MultiGo:4.4.4]AW[eq][fq][gp][go][ho]
C[第5题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[ho:1]
MULTIGOGM[1]SZ[19];B[hr]C[RIGHT：]KEY[])
"
2964,高级篇,上,5.定 式/1.定式中的应对,弃子作战法06,"(;AB[cq][ep][eo][ho][hq][cp]AP[MultiGo:4.4.4]AW[dq][eq][fp][go][hn]
C[第6题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[hn:1]
MULTIGOGM[1]SZ[19];B[hp]C[RIGHT：]KEY[])
"
2965,高级篇,上,5.定 式/1.定式中的应对,弃子作战法07,"(;AB[eq][fq][gp][do][dn][ep]AP[MultiGo:4.4.4]AW[dp][dq][eo][fo][fp][gq]
C[第7题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]MULTIGOGM[1]SZ[19];
B[dr]C[RIGHT：]KEY[])
"
2966,高级篇,上,5.定 式/1.定式中的应对,弃子作战法08,"(;AB[fp][fo][dp]AP[MultiGo:4.4.4]AW[eq][fq][gp][dn]
C[第8题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[eq:1]
MULTIGOGM[1]SZ[19];B[do]C[RIGHT：]KEY[])
"
2967,高级篇,上,5.定 式/1.定式中的应对,弃子作战法09,"(;AB[dq][fp][fo][dp]AP[MultiGo:4.4.4]AW[cn][ep][eq][fq][gp]
C[第9题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[ep:1]
MULTIGOGM[1]SZ[19];B[do]C[RIGHT：]KEY[])
"
2968,高级篇,上,5.定 式/1.定式中的应对,弃子作战法10,"(;AB[fp][fo][dp]AP[MultiGo:4.4.4]AW[eq][fq][gp][cn]
C[第10题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[eq:1]
MULTIGOGM[1]SZ[19];B[dq]C[RIGHT：]KEY[])
"
2969,高级篇,上,5.定 式/1.定式中的应对,弃子作战法11,"(;AB[fq][gr][dr]AP[MultiGo:4.4.4]AW[dp][cn][eq][gq]
C[第1题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[eq:1]
MULTIGOGM[1]SZ[19];B[hq]C[RIGHT：]KEY[])
"
2970,高级篇,上,5.定 式/1.定式中的应对,弃子作战法12,"(;AB[ep][eq][gp][go][en]AP[MultiGo:4.4.4]AW[cp][dn][dm][fq][gq][hp]
C[第12题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[dm:1]
MULTIGOGM[1]SZ[19];B[jp]C[RIGHT：]KEY[])
"
2971,高级篇,上,5.定 式/1.定式中的应对,弃子作战法13,"(;AB[fo][go][hp][eq]AP[MultiGo:4.4.4]AW[do][dq][cp][er][gp]
C[第13题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[er:1]
MULTIGOGM[1]SZ[19];B[fr]C[RIGHT：]KEY[])
"
2972,高级篇,上,5.定 式/1.定式中的应对,弃子作战法14,"(;AB[cp][co][dn][go][gp][bq]AP[MultiGo:4.4.4]AW[cq][cr][dp][eq][fo][fn]
C[第14题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[fn:1]
MULTIGOGM[1]SZ[19];B[fp]C[RIGHT：]KEY[])
"
2973,高级篇,上,5.定 式/1.定式中的应对,弃子作战法15,"(;AB[cr][dp][eq][fo][cq]AP[MultiGo:4.4.4]AW[go][gp][bq][cp][co][dn]
C[第15题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[go:1]
MULTIGOGM[1]SZ[19];B[em]C[RIGHT：]KEY[])
"
2974,高级篇,上,5.定 式/1.定式中的应对,弃子作战法16,"(;AB[eq][gq][hp][co]AP[MultiGo:4.4.4]AW[dp][cp][gp][hq][iq]
C[第16题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[dp:1]
MULTIGOGM[1]SZ[19];B[go]C[RIGHT：]KEY[])
"
2975,高级篇,上,5.定 式/1.定式中的应对,弃子作战法17,"(;AB[eq][gq][hp][do]AP[MultiGo:4.4.4]AW[co][cp][gp][hq][iq]
C[第17题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[co:1]
MULTIGOGM[1]SZ[19];B[go]C[RIGHT：]KEY[])
"
2976,高级篇,上,5.定 式/1.定式中的应对,弃子作战法18,"(;AB[co][cn][en][dp][eq][bp]AP[MultiGo:4.4.4]AW[bq][cq][dq][cp][cr][cm][ep][hp]
C[第18题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[ep:1]
MULTIGOGM[1]SZ[19];B[fp]C[RIGHT：]KEY[])
"
2977,高级篇,上,5.定 式/1.定式中的应对,弃子作战法19,"(;AB[co][en][dp][eq][bp]AP[MultiGo:4.4.4]AW[bq][cq][dq][cp][cr][cm]
C[第19题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[cq:1]
MULTIGOGM[1]SZ[19];B[cn]C[RIGHT：]KEY[])
"
2978,高级篇,上,5.定 式/1.定式中的应对,弃子作战法20,"(;AB[cn][bn][dm][em][cl][ck][eq][hp][cp]AP[MultiGo:4.4.4]
AW[cm][bm][bl][dl][dk][dn][en]
C[第20题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[dk:1]
MULTIGOGM[1]SZ[19];B[fn]C[RIGHT：]KEY[])
"
2979,高级篇,上,5.定 式/1.定式中的应对,弃子作战法21,"(;AB[bm][dn][en][eq][cm]AP[MultiGo:4.4.4]AW[cp][cn][dm][cl][bl][hq]
C[第21题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[bl:1]
MULTIGOGM[1]SZ[19];B[em]C[RIGHT：]KEY[])
"
2980,高级篇,上,5.定 式/1.定式中的应对,弃子作战法22,"(;AB[dp][eq][fp][cq]AP[MultiGo:4.4.4]AW[cr][bq][cp][dn][hp]
C[第22题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[cr:1]
MULTIGOGM[1]SZ[19];B[co]C[RIGHT：]KEY[])
"
2981,高级篇,上,5.定 式/1.定式中的应对,弃子作战法23,"(;AB[eq][fp][go][ho][dq]AP[MultiGo:4.4.4]AW[cq][cp][cm][ep][eo][hp][jp]
C[第23题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[jp:1]
MULTIGOGM[1]SZ[19];B[hq]C[RIGHT：]KEY[])
"
2982,高级篇,上,5.定 式/1.定式中的应对,弃子作战法24,"(;AB[eq][gp][go][cm]AP[MultiGo:4.4.4]AW[do][cp][gq][hq][hp]
C[第24题：
      黑先，白1的局面，请走出最佳应手。]CA[UTF-8]LB[gq:1]
MULTIGOGM[1]SZ[19];B[eo]C[RIGHT：]KEY[])
"
2983,高级篇,上,5.定 式/4.托的定式,托的定式01,"(;AB[jp][dp][cm]AP[MultiGo:4.4.4]
C[第1题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。]
CA[UTF-8]MULTIGOGM[1]SZ[19];W[dq];B[cq];W[eq];B[cp];
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”按要求完成相关题目。]
KEY[]W[hq])
"
2984,高级篇,上,5.定 式/4.托的定式,托的定式02,"(;AB[cm][pd][jd][qg][dp][jp]AP[MultiGo:4.4.4]
C[第1题：
      请在棋盘的左下角和右上角分别摆出上题中的定式。
      说明：完成一个角后，请点击“重新做题”继续在另一个角做题。]
CA[UTF-8]MULTIGOGM[1]SZ[19](;W[dq];B[cq];W[eq];B[cp];C[RIGHT：]KEY[]W[hq])(;
W[pc];B[qc];W[oc];B[qd];C[RIGHT：]KEY[]W[lc]))
"
2985,高级篇,上,5.定 式/4.托的定式,托的定式03,"(;AB[cm][dp][jp]AP[MultiGo:4.4.4]
C[第2题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。]
CA[UTF-8]MULTIGOGM[1]SZ[19];W[dq];B[cq];W[eq];B[cr];W[ep];B[do];
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”按要求完成相关题目。]
KEY[]W[hq])
"
2986,高级篇,上,5.定 式/4.托的定式,托的定式04,"(;AB[cm][pd][jd][qg][dp][jp]AP[MultiGo:4.4.4]
C[第2题：
      请在棋盘的左下角和右上角分别摆出上题中的定式。
      说明：完成一个角后，请点击“重新做题”继续在另一个角做题。]
CA[UTF-8]MULTIGOGM[1]SZ[19](;W[dq];B[cq];W[eq];B[cr];W[ep];B[do];C[RIGHT：]
KEY[]W[hq])(;W[pc];B[qc];W[oc];B[qb];W[od];B[pe];C[RIGHT：]KEY[]W[lc]))
"
2987,高级篇,上,5.定 式/4.托的定式,托的定式05,"(;AB[cm][dp][jp]AP[MultiGo:4.4.4]
C[第3题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];W[dq];B[cq];W[eq];B[cr];W[fo];B[do];
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”按要求完成相关题目。]
KEY[]W[hq])
"
2988,高级篇,上,5.定 式/4.托的定式,托的定式06,"(;AB[cm][pd][jd][qg][dp][jp]AP[MultiGo:4.4.4]
C[第3题：
      请在棋盘的左下角和右上角分别摆出上题中的定式。
      说明：完成一个角后，请点击“重新做题”继续在另一个角做题。]
CA[UTF-8]MULTIGOGM[1]SZ[19](;W[dq];B[cq];W[eq];B[cr];W[fo];B[do];C[RIGHT：]
KEY[]W[hq])(;W[pc];B[qc];W[oc];B[qb];W[ne];B[pe];C[RIGHT：]KEY[]W[lc]))
"
2989,高级篇,上,5.定 式/4.托的定式,托的定式07,"(;AB[cm][dp][jp]AP[MultiGo:4.4.4]
C[第4题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];W[dq];B[eq];W[er];B[ep];W[dr];B[fr];W[cp];B[co];
W[bp];B[gq]
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”按要求完成相关题目。]
KEY[])
"
2990,高级篇,上,5.定 式/4.托的定式,托的定式08,"(;AB[pd][jd][qg][dp][cm][jp]AP[MultiGo:4.4.4]
C[第4题：
      请在棋盘的左下角和右上角分别摆出上题中的定式。
      说明：完成一个角后，请点击“重新做题”继续在另一个角做题。]
CA[UTF-8]MULTIGOGM[1]SZ[19](;W[dq];B[eq];W[er];B[ep];W[dr];B[fr];W[cp];B[co];
W[bp];B[gq]C[RIGHT：]KEY[])(;W[pc];B[oc];W[ob];B[od];W[pb];B[nb];W[qd];B[qe];
W[rd];B[mc]C[RIGHT：]KEY[]))
"
2991,高级篇,上,5.定 式/4.托的定式,托的定式09,"(;AB[jp][dp][cn]AP[MultiGo:4.4.4]
C[第5题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];W[dq];B[eq];W[cp];B[do];W[cr];B[er];W[bo];B[bn];
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”按要求完成相关题目。]
KEY[]W[bq])
"
2992,高级篇,上,5.定 式/4.托的定式,托的定式10,"(;AB[jp][pd][qf][jd][dp][cn]AP[MultiGo:4.4.4]
C[第5题：
      请在棋盘的左下角和右上角分别摆出上题中的定式。
      说明：完成一个角后，请点击“重新做题”继续在另一个角做题。]
CA[UTF-8]MULTIGOGM[1]SZ[19](;W[dq];B[eq];W[cp];B[do];W[cr];B[er];W[bo];B[bn];
C[RIGHT：]KEY[]W[bq])(;W[pc];B[oc];W[qd];B[pe];W[qb];B[ob];W[re];B[rf];
C[RIGHT：]KEY[]W[rc]))
"
2993,高级篇,上,5.定 式/4.托的定式,托的定式11,"(;AB[jp][dp][cn]AP[MultiGo:4.4.4]
C[第6题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];W[dq];B[eq];W[er];B[dr];W[cq];B[cr];W[ep];B[fq];
W[cp];B[do];W[fr];B[br];W[gq];B[fp];W[go];B[fo];
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”按要求完成相关题目。]
KEY[]W[fn])
"
2994,高级篇,上,5.定 式/4.托的定式,托的定式12,"(;AB[cn][pd][jd][qf][dp][jp]AP[MultiGo:4.4.4]
C[第6题：
      请在棋盘的左下角和右上角分别摆出上题中的定式。
      说明：完成一个角后，请点击“重新做题”继续在另一个角做题。]
CA[UTF-8]MULTIGOGM[1]SZ[19](;W[dq];B[eq];W[er];B[dr];W[cq];B[cr];W[ep];B[fq];
W[cp];B[do];W[fr];B[br];W[gq];B[fp];W[go];B[fo];C[RIGHT：]KEY[]W[fn])(;W[pc];
B[oc];W[ob];B[pb];W[qc];B[qb];W[od];B[nc];W[qd];B[pe];W[nb];B[rb];W[mc];B[nd];
W[me];B[ne];C[RIGHT：]KEY[]W[nf]))
"
2995,高级篇,上,5.定 式/4.托的定式,托的定式13,"(;AB[eq][dq]AP[MultiGo:4.4.4]AW[cq][cp][dp][cm][jp]
C[第13题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[cp:1]
MULTIGOGM[1]SZ[19];B[hq]C[RIGHT：]KEY[])
"
2996,高级篇,上,5.定 式/4.托的定式,托的定式14,"(;AB[dq]AP[MultiGo:4.4.4]AW[dp][eq][cm][jp]
C[第14题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[eq:1]
MULTIGOGM[1]SZ[19];B[er]C[RIGHT：]KEY[])
"
2997,高级篇,上,5.定 式/4.托的定式,托的定式15,"(;AB[eq][jp][cm][dp]AP[MultiGo:4.4.4]AW[dq][er]
C[第15题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[er:1]
MULTIGOGM[1]SZ[19];B[ep]C[RIGHT：]KEY[])
"
2998,高级篇,上,5.定 式/4.托的定式,托的定式16,"(;AB[er][dq]AP[MultiGo:4.4.4]AW[dp][ep][eq][jp][cm]
C[第16题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[ep:1]
MULTIGOGM[1]SZ[19];B[dr]C[RIGHT：]KEY[])
"
2999,高级篇,上,5.定 式/4.托的定式,托的定式17,"(;AB[dq][ck][cp]AP[MultiGo:4.4.4]AW[eq][dp][do][cn]
C[第17题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[do:1]
MULTIGOGM[1]SZ[19];B[cr]C[RIGHT：]KEY[])
"
3000,高级篇,上,5.定 式/4.托的定式,托的定式18,"(;AB[cp][cr][ck][dq]AP[MultiGo:4.4.4]AW[dp][do][cn][eq][er][ip]
C[第18题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[er:1]
MULTIGOGM[1]SZ[19];B[bo]C[RIGHT：]KEY[])
"
3001,高级篇,上,5.定 式/4.托的定式,托的定式19,"(;AB[eq][cn][jp][dp]AP[MultiGo:4.4.4]AW[dq][er][ck]
C[第19题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[er:1]
MULTIGOGM[1]SZ[19];B[dr]C[RIGHT：]KEY[])
"
3002,高级篇,上,5.定 式/4.托的定式,托的定式20,"(;AB[eq][dr][cn][jp][dp]AP[MultiGo:4.4.4]AW[dq][cq][er][ck]
C[第20题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[cq:1]
MULTIGOGM[1]SZ[19];B[cr]C[RIGHT：]KEY[])
"
3003,高级篇,上,5.定 式/4.托的定式,托的定式21,"(;AB[dq][er][ck][cq]AP[MultiGo:4.4.4]AW[cr][dr][eq][dp][cn][jp]
C[第21题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[cr:1]
MULTIGOGM[1]SZ[19](;B[cp]C[RIGHT：]KEY[])(;B[ep]C[RIGHT：]KEY[]))
"
3004,高级篇,上,5.定 式/4.托的定式,托的定式22,"(;AB[dq][cp][ep][ck][er][cq]AP[MultiGo:4.4.4]AW[dp][do][cn][cr][dr][eq][fq][jp]
C[第22题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[do:1]
MULTIGOGM[1]SZ[19];B[fr]C[RIGHT：]KEY[])
"
3005,高级篇,上,5.定 式/4.托的定式,托的定式23,"(;AB[dr][eq][fq][dp][do][cn][jp][cr]AP[MultiGo:4.4.4]
AW[dq][cq][cp][ep][er][fr][ck]
C[第23题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[fr:1]
MULTIGOGM[1]SZ[19];B[br]C[RIGHT：]KEY[])
"
3006,高级篇,上,5.定 式/4.托的定式,托的定式24,"(;AB[dq][cq][cp][er][fr][gq][ck][ep]AP[MultiGo:4.4.4]
AW[br][cr][dr][eq][fq][fp][dp][do][cn][jp]
C[第24题：
      黑先，白1的局面，请走出适当的下一手。]CA[UTF-8]LB[fp:1]
MULTIGOGM[1]SZ[19];B[go]C[RIGHT：]KEY[])
"
3007,高级篇,上,5.定 式/4.托的定式,托的定式25,"(;AB[jp][dp][cm]AP[MultiGo:4.4.4]AW[dq]
C[第25题：
      黑先，白1的局面，请走出所学定式的次序。]CA[UTF-8]LB[dq:1]
MULTIGOGM[1]SZ[19];B[cq];W[eq];B[cr];W[ep];B[do];C[RIGHT：]KEY[]W[hq])
"
3008,高级篇,上,5.定 式/4.托的定式,托的定式26,"(;AB[jp][cm][dp]AP[MultiGo:4.4.4]AW[dq]
C[第26题：
      黑先，白1的局面，请走出所学定式的次序。]CA[UTF-8]LB[dq:1]
MULTIGOGM[1]SZ[19];B[eq];W[er];B[ep];W[dr];B[fr];W[cp];B[co];W[bp];B[gq]
C[RIGHT：]KEY[])
"
3009,高级篇,上,5.定 式/4.托的定式,托的定式27,"(;AB[jp][cm][dp]AP[MultiGo:4.4.4]AW[dq]
C[第27题：
      黑先，白1的局面，请走出所学定式的次序。]CA[UTF-8]LB[dq:1]
MULTIGOGM[1]SZ[19];B[cq];W[eq];B[cp];C[RIGHT：]KEY[]W[hq])
"
3010,高级篇,上,5.定 式/4.托的定式,托的定式28,"(;AB[jp][cm][dp]AP[MultiGo:4.4.4]AW[dq]
C[第28题：
      黑先，白1的局面，请走出所学定式的次序。]CA[UTF-8]LB[dq:1]
MULTIGOGM[1]SZ[19];B[cq];W[eq];B[cr];W[fo];B[do];C[RIGHT：]KEY[]W[hq])
"
3011,高级篇,上,5.定 式/4.托的定式,托的定式29,"(;AB[eq][cn][jp][dp]AP[MultiGo:4.4.4]AW[dq][cp][ck]
C[第29题：
      黑先，白1的局面，请走出所学定式的次序。]CA[UTF-8]LB[cp:1]
MULTIGOGM[1]SZ[19];B[do];W[cr];B[er];W[bo];B[bn];C[RIGHT：]KEY[]W[bq])
"
3012,高级篇,上,5.定 式/4.托的定式,托的定式30,"(;AB[eq][jp][cn][dp]AP[MultiGo:4.4.4]AW[ck][dq][er]
C[第30题：
      黑先，白1的局面，请走出所学定式的次序。]CA[UTF-8]LB[er:1]
MULTIGOGM[1]SZ[19];B[dr];W[cq];B[cr];W[ep];B[fq];W[cp];B[do];W[fr];B[br];W[gq];
B[fp];W[go];B[fo];C[RIGHT：]KEY[]W[fn])
"
3013,高级篇,上,5.定 式/3.三三入侵定式,三三入侵定式01,"(;AP[MultiGo:4.4.4]AW[dp][cm]
C[第1题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[cq];W[dq];B[cp];W[co];B[bo];W[bn];B[do];W[cn];
B[dr];W[er];B[cr];W[fq];B[bp];
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”完成相关题目。]KEY[]
W[eo])
"
3014,高级篇,上,5.定 式/3.三三入侵定式,三三入侵定式02,"(;AP[MultiGo:4.4.4]AW[dp][cm]
C[第1题：
      请在棋盘的左下角摆出上题中定式的正确次序。
      ]CA[UTF-8]
MULTIGOGM[1]SZ[19];B[cq];W[dq];B[cp];W[co];B[bo];W[bn];B[do];W[cn];B[dr];W[er];
B[cr];W[fq];B[bp];C[RIGHT：]KEY[]W[eo])
"
3015,高级篇,上,5.定 式/3.三三入侵定式,三三入侵定式03,"(;AB[dp][cn][dj]AP[MultiGo:4.4.4]AW[fq][ip]
C[第2题：题目
     请点击“查看正解图”选择正解，查看且记住正确的定式次序。
     然后点击“下一题”按钮，按要求完成相关题目。
     说明：选择正解后也可点击“自动演示正解”查看。
     ]
CA[UTF-8]MULTIGOGM[1]SZ[19];W[cq];B[dq];W[dr];B[er];W[cr];B[eq];W[bo];B[bn];
W[co];B[do];W[cp];B[fp]
C[RIGHT：
      请认真记住定式的次序，然后点击“下一题”完成相关题目。]KEY[])
"
